Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident
11:10:00,Sunday,31-50,Male,Junior high school,Owner,5-10yr,Lorry (11?40Q),Owner,No defect,Other,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Rollover,3,4,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to vehicle
3:55:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Stationwagen,Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right
11:20:00,Thursday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,No defect,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Male,5,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian
19:40:00,Monday,31-50,Female,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,No defect,Office areas,One way,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Overtaking
16:10:00,Friday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Other,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward
20:00:00,Tuesday,31-50,Male,Writing & reading,Employee,Below 1yr,Pick up upto 10Q,Owner,No defect,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Male,Under 18,3,Driver,Normal,Not a Pedestrian,No priority to vehicle
13:30:00,Monday,Under 18,Male,High school,Owner,5-10yr,Lorry (41?100Q),Owner,No defect,Other,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly
8:14:00,Wednesday,31-50,Male,High school,Owner,Above 10yr,Automobile,Owner,No defect,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right
18:41:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Governmental,No defect,  Market areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right
12:30:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Other,Governmental,No defect,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,No distancing
17:22:00,Tuesday,Over 51,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward
14:30:00,Sunday,31-50,Male,High school,Employee,2-5yr,Lorry (41?100Q),Owner,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing
12:32:00,Sunday,18-30,Male,Junior high school,Owner,Above 10yr,Automobile,Owner,No defect,  Recreational areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Under 18,3,Employee,Normal,Not a Pedestrian,No priority to vehicle
1:39:00,Sunday,Unknown,Male,Above high school,Other,2-5yr,Stationwagen,Owner,No defect,Office areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the left
15:45:00,Friday,18-30,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,No defect, Church areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Driver or rider,Male,31-50,3,Unemployed,Normal,Not a Pedestrian,Changing lane to the left
11:43:00,Sunday,Unknown,Male,Elementary school,Employee,5-10yr,Other,Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,4,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left
18:34:00,Tuesday,Under 18,Male,High school,Employee,Below 1yr,Lorry (41?100Q),Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,4,Other,Driver or rider,Female,Over 51,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right
12:34:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Raining,Rollover,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right
15:00:00,Saturday,31-50,Male,High school,Employee,5-10yr,Automobile,Owner,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with rolling terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,na,Student,Normal,Not a Pedestrian,No priority to vehicle
16:22:00,Thursday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Owner,No defect, Church areas,Undivided Two way,Sharp reverse curve,Unknown,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Reversing,Driver or rider,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Driving at high speed
7:55:00,Thursday,31-50,Male,High school,Employee,Above 10yr,Automobile,Owner,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Pedestrian,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle
19:50:00,Wednesday,Over 51,Male,Junior high school,Employee,5-10yr,Other,Owner,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Entering a junction,na,na,na,na,Driver,Normal,Not a Pedestrian,Overspeed
22:43:00,Monday,Under 18,Male,High school,Employee,Below 1yr,Automobile,Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,5,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Overtaking
17:08:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (11?40Q),Owner,No defect,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside-parked vehicles,2,1,Turnover,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving carelessly
13:05:00,Friday,18-30,Male,Elementary school,Employee,1-2yr,Special vehicle,Owner,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Turnover,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian
12:38:00,Thursday,31-50,Male,Junior high school,Employee,No Licence,Other,Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with animals,2,2,Going straight,Pedestrian,Male,31-50,3,Driver,Normal,Unknown or other,Changing lane to the right
18:45:00,Thursday,31-50,Male,Unknown,Employee,Below 1yr,Other,Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving carelessly
9:36:00,Thursday,Over 51,Male,Junior high school,Employee,2-5yr,Automobile,Owner,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward
22:20:00,Sunday,18-30,Male,Junior high school,Employee,2-5yr,Public (13?45 seats),Organization,No defect,Other,Undivided Two way,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,4,2,Going straight,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle
8:40:00,Wednesday,Over 51,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,No defect,  Recreational areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing
9:00:00,Thursday,18-30,Male,Junior high school,Employee,Below 1yr,Motorcycle,Governmental,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Other,Collision with roadside objects,2,1,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,Overtaking
18:20:00,Thursday,18-30,Male,High school,Owner,Below 1yr,Automobile,Owner,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,4,2,Waiting to go,Passenger,Female,Over 51,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly
17:22:00,Sunday,Over 51,Male,Junior high school,Owner,1-2yr,Lorry (11?40Q),Owner,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,31-50,2,Driver,Normal,Not a Pedestrian,Changing lane to the left
16:23:00,Saturday,31-50,Male,Junior high school,Employee,Below 1yr,Public (12 seats),Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian
21:05:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Taxi,Owner,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs
15:20:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Pedestrian,Male,Under 18,3,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No priority to vehicle
8:05:00,Thursday,Unknown,Female,Junior high school,Employee,Above 10yr,Automobile,Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,3,1,Moving Backward,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving carelessly
16:10:00,Tuesday,18-30,Male,Junior high school,Employee,2-5yr,Public (> 45 seats),Owner,7,Office areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,No distancing
2:25:00,Tuesday,Unknown,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian
20:20:00,Thursday,18-30,Male,Junior high school,Employee,Below 1yr,Public (12 seats),Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Earth roads,Dry,Daylight,Normal,Rollover,2,3,Other,Pedestrian,Male,Under 18,3,Driver,Normal,Unknown or other,No distancing
16:14:00,Friday,Over 51,Male,Junior high school,Employee,2-5yr,Automobile,Owner,No defect,Office areas,other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right
5:35:00,Friday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing
5:05:00,Wednesday,Under 18,Male,Junior high school,Owner,1-2yr,Automobile,Owner,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,4,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian
16:55:00,Friday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Governmental,No defect,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,31-50,3,Other,Normal,Not a Pedestrian,No priority to pedestrian
17:45:00,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,No defect, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Entering a junction,Pedestrian,Male,Over 51,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the right
19:20:00,Monday,31-50,Male,Elementary school,Owner,Above 10yr,Other,Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,na,na,na,na,Employee,Normal,Not a Pedestrian,Other
0:29:00,Saturday,Unknown,Female,Junior high school,Employee,Above 10yr,Automobile,Owner,No defect, Hospital areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left
18:30:00,Sunday,31-50,Male,Junior high school,Employee,5-10yr,Other,Owner,No defect, Church areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,5,Going straight,Driver or rider,Male,Over 51,3,Self-employed,Normal,Not a Pedestrian,No distancing
18:04:00,Monday,31-50,Unknown,Junior high school,Unknown,5-10yr,Other,Owner,No defect, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Passenger,Female,Under 18,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle
12:10:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (11?40Q),Owner,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Over 51,3,Self-employed,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",Driving to the left
